City,Country,Hazard,Climate-related hazards,Current probability of hazard,Current magnitude of impact of hazard,Expected future change in hazard intensity,Expected future change in hazard frequency,Population,City Location
Santiago,Chile,Loss of green space/green cover,Loss of green space/green cover,No Data,No Data,No Data,No Data,8310984,"-33.4489, -70.6693 "
Santiago,Chile,Mass movement,Mass movement,Medium,Medium,Decreasing,Decreasing,8310984,"-33.4489, -70.6693 "
Santiago,Chile,Oceanic events,Oceanic events,No Data,No Data,No Data,No Data,8310984,"-33.4489, -70.6693 "
Santiago,Chile,Other coastal events,Other coastal events,No Data,No Data,No Data,No Data,8310984,"-33.4489, -70.6693 "
Santiago,Chile,River flooding,River flooding,No Data,No Data,No Data,No Data,8310984,"-33.4489, -70.6693 "
Santiago,Chile,Snow and ice,Snow and ice,No Data,No Data,No Data,No Data,8310984,"-33.4489, -70.6693 "
Santiago,Chile,Soil degradation/erosion,Soil degradation/erosion,No Data,No Data,No Data,No Data,8310984,"-33.4489, -70.6693 "
Santiago,Chile,Storm,Storm,No Data,No Data,No Data,No Data,8310984,"-33.4489, -70.6693 "
Santiago,Chile,Urban flooding,Urban flooding,Medium,Medium Low,Decreasing,Decreasing,8310984,"-33.4489, -70.6693 "
Santiago,Chile,Water stress,Water stress,No Data,No Data,No Data,No Data,8310984,"-33.4489, -70.6693 "
Santiago,Chile,Worst case hazard,"Drought, Extreme heat, Fire weather (risk of wildfires)",High,,,,8310984,"-33.4489, -70.6693 "
Sao Paulo,Brazil,Air pollution,Air pollution,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Biodiversity loss,Biodiversity loss,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Coastal flooding,Coastal flooding,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Drought,Drought,Medium High,Medium,Increasing,Decreasing,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Extreme cold,Extreme cold,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Extreme heat,Extreme heat,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Extreme wind,Extreme wind,Medium,Medium,Increasing,Decreasing,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Fire weather (risk of wildfires),Fire weather (risk of wildfires),No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Heat stress,Heat stress,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Heavy precipitation,Heavy precipitation,Medium High,Medium High,Increasing,Decreasing,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Hurricanes/cyclones/typhoons,Hurricanes/cyclones/typhoons,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Increased water demand,Increased water demand,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Infectious disease,Infectious disease,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Loss of green space/green cover,Loss of green space/green cover,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Mass movement,Mass movement,Medium High,Medium High,Increasing,Decreasing,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Oceanic events,Oceanic events,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Other coastal events,Other coastal events,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,River flooding,River flooding,Medium High,Medium High,Increasing,Increasing,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Snow and ice,Snow and ice,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Soil degradation/erosion,Soil degradation/erosion,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Storm,Storm,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Urban flooding,Urban flooding,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Water stress,Water stress,No Data,No Data,No Data,No Data,12330000,"-23.5595, -46.7382 "
Sao Paulo,Brazil,Worst case hazard,"Drought, Heavy precipitation, Mass movement, River flooding",Medium High,,,,12330000,"-23.5595, -46.7382 "
Seattle,United States of America,Air pollution,Air pollution,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Biodiversity loss,Biodiversity loss,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Coastal flooding,Coastal flooding,High,High,Increasing,Increasing,737015,"47.6062, -122.332 "
Seattle,United States of America,Drought,Drought,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Extreme cold,Extreme cold,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Extreme heat,Extreme heat,Medium,High,Increasing,Increasing,737015,"47.6062, -122.332 "
Seattle,United States of America,Extreme wind,Extreme wind,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Fire weather (risk of wildfires),Fire weather (risk of wildfires),No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Heat stress,Heat stress,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Heavy precipitation,Heavy precipitation,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Hurricanes/cyclones/typhoons,Hurricanes/cyclones/typhoons,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Increased water demand,Increased water demand,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Infectious disease,Infectious disease,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Loss of green space/green cover,Loss of green space/green cover,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Mass movement,Mass movement,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Oceanic events,Oceanic events,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Other coastal events,Other coastal events,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,River flooding,River flooding,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Snow and ice,Snow and ice,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Soil degradation/erosion,Soil degradation/erosion,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Storm,Storm,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Urban flooding,Urban flooding,High,Medium High,Increasing,Increasing,737015,"47.6062, -122.332 "
Seattle,United States of America,Water stress,Water stress,No Data,No Data,No Data,No Data,737015,"47.6062, -122.332 "
Seattle,United States of America,Worst case hazard,"Coastal flooding, Urban flooding",High,,,,737015,"47.6062, -122.332 "
Seoul,Republic of Korea,Air pollution,Air pollution,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Biodiversity loss,Biodiversity loss,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Coastal flooding,Coastal flooding,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Drought,Drought,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Extreme cold,Extreme cold,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Extreme heat,Extreme heat,High,High,Increasing,Increasing,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Extreme wind,Extreme wind,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Fire weather (risk of wildfires),Fire weather (risk of wildfires),No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Heat stress,Heat stress,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Heavy precipitation,Heavy precipitation,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Hurricanes/cyclones/typhoons,Hurricanes/cyclones/typhoons,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Increased water demand,Increased water demand,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Infectious disease,Infectious disease,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Loss of green space/green cover,Loss of green space/green cover,Medium,Medium,Increasing,Increasing,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Mass movement,Mass movement,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Oceanic events,Oceanic events,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Other coastal events,Other coastal events,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,River flooding,River flooding,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Snow and ice,Snow and ice,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Soil degradation/erosion,Soil degradation/erosion,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Storm,Storm,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Urban flooding,Urban flooding,Medium,Medium,Increasing,Increasing,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Water stress,Water stress,No Data,No Data,No Data,No Data,9736027,"37.5665, 126.978 "
Seoul,Republic of Korea,Worst case hazard,Extreme heat,High,,,,9736027,"37.5665, 126.978 "
Shanghai,China,Air pollution,Air pollution,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Biodiversity loss,Biodiversity loss,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Coastal flooding,Coastal flooding,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Drought,Drought,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Extreme cold,Extreme cold,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Extreme heat,Extreme heat,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Extreme wind,Extreme wind,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Fire weather (risk of wildfires),Fire weather (risk of wildfires),No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Heat stress,Heat stress,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Heavy precipitation,Heavy precipitation,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Hurricanes/cyclones/typhoons,Hurricanes/cyclones/typhoons,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Increased water demand,Increased water demand,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Infectious disease,Infectious disease,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Loss of green space/green cover,Loss of green space/green cover,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Mass movement,Mass movement,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Oceanic events,Oceanic events,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Other coastal events,Other coastal events,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,River flooding,River flooding,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Snow and ice,Snow and ice,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Soil degradation/erosion,Soil degradation/erosion,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Storm,Storm,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Urban flooding,Urban flooding,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Water stress,Water stress,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shanghai,China,Worst case hazard,Worst case hazard,No Data,No Data,No Data,No Data,29211000,"31.2304, 121.4737"
Shenzhen,China,Air pollution,Air pollution,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Biodiversity loss,Biodiversity loss,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Coastal flooding,Coastal flooding,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Drought,Drought,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Extreme cold,Extreme cold,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Extreme heat,Extreme heat,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Extreme wind,Extreme wind,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Fire weather (risk of wildfires),Fire weather (risk of wildfires),No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Heat stress,Heat stress,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Heavy precipitation,Heavy precipitation,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Hurricanes/cyclones/typhoons,Hurricanes/cyclones/typhoons,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Increased water demand,Increased water demand,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Infectious disease,Infectious disease,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Loss of green space/green cover,Loss of green space/green cover,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Mass movement,Mass movement,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Oceanic events,Oceanic events,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Other coastal events,Other coastal events,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,River flooding,River flooding,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Snow and ice,Snow and ice,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Soil degradation/erosion,Soil degradation/erosion,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Storm,Storm,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Urban flooding,Urban flooding,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Water stress,Water stress,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Shenzhen,China,Worst case hazard,Worst case hazard,No Data,No Data,No Data,No Data,15185481,"22.5429, 114.0596"
Singapore,Singapore,Air pollution,Air pollution,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Biodiversity loss,Biodiversity loss,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Coastal flooding,Coastal flooding,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Drought,Drought,No Expected Impact,No Expected Impact,Increasing,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Extreme cold,Extreme cold,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Extreme heat,Extreme heat,Medium High,Medium High,Increasing,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Extreme wind,Extreme wind,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Fire weather (risk of wildfires),Fire weather (risk of wildfires),No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Heat stress,Heat stress,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Heavy precipitation,Heavy precipitation,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Hurricanes/cyclones/typhoons,Hurricanes/cyclones/typhoons,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Increased water demand,Increased water demand,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Infectious disease,Infectious disease,Medium High,Medium High,Increasing,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Loss of green space/green cover,Loss of green space/green cover,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Mass movement,Mass movement,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Oceanic events,Oceanic events,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Other coastal events,Other coastal events,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,River flooding,River flooding,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Snow and ice,Snow and ice,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Soil degradation/erosion,Soil degradation/erosion,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Storm,Storm,Medium High,Medium,None,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Urban flooding,Urban flooding,Medium High,Medium High,Increasing,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Water stress,Water stress,No Data,No Data,No Data,No Data,5453566,"1.35208, 103.82 "
Singapore,Singapore,Worst case hazard,"Extreme heat, Infectious disease, Storm, Urban flooding",Medium High,,,,5453566,"1.35208, 103.82 "
Stockholm,Sweden,Air pollution,Air pollution,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Biodiversity loss,Biodiversity loss,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Coastal flooding,Coastal flooding,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Drought,Drought,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Extreme cold,Extreme cold,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Extreme heat,Extreme heat,High,Medium High,Increasing,Increasing,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Extreme wind,Extreme wind,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Fire weather (risk of wildfires),Fire weather (risk of wildfires),No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Heat stress,Heat stress,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Heavy precipitation,Heavy precipitation,High,High,Increasing,Increasing,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Hurricanes/cyclones/typhoons,Hurricanes/cyclones/typhoons,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Increased water demand,Increased water demand,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Infectious disease,Infectious disease,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Loss of green space/green cover,Loss of green space/green cover,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Mass movement,Mass movement,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Oceanic events,Oceanic events,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Other coastal events,Other coastal events,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,River flooding,River flooding,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Snow and ice,Snow and ice,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Soil degradation/erosion,Soil degradation/erosion,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Storm,Storm,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Urban flooding,Urban flooding,Medium,Medium,Increasing,Increasing,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Water stress,Water stress,No Data,No Data,No Data,No Data,978770,"59.3293, 18.0686 "
Stockholm,Sweden,Worst case hazard,"Extreme heat, Heavy precipitation",High,,,,978770,"59.3293, 18.0686 "
Sydney,Australia,Air pollution,Air pollution,No Data,No Data,No Data,No Data,267014,"-33.8675, 151.207 "
Sydney,Australia,Biodiversity loss,Biodiversity loss,No Data,No Data,No Data,No Data,267014,"-33.8675, 151.207 "
Sydney,Australia,Coastal flooding,Coastal flooding,No Data,No Data,No Data,No Data,267014,"-33.8675, 151.207 "
Sydney,Australia,Drought,Drought,Medium High,Medium High,Increasing,Increasing,267014,"-33.8675, 151.207 "
Sydney,Australia,Extreme cold,Extreme cold,No Data,No Data,No Data,No Data,267014,"-33.8675, 151.207 "
Sydney,Australia,Extreme heat,Extreme heat,Medium High,Medium,Increasing,Increasing,267014,"-33.8675, 151.207 "
Sydney,Australia,Extreme wind,Extreme wind,Medium,High,Increasing,Do not know,267014,"-33.8675, 151.207 "
Sydney,Australia,Fire weather (risk of wildfires),Fire weather (risk of wildfires),Medium High,Medium High,Increasing,Increasing,267014,"-33.8675, 151.207 "
Sydney,Australia,Heat stress,Heat stress,High,High,Increasing,Increasing,267014,"-33.8675, 151.207 "
Sydney,Australia,Heavy precipitation,Heavy precipitation,Medium,Medium High,Increasing,Increasing,267014,"-33.8675, 151.207 "
Sydney,Australia,Hurricanes/cyclones/typhoons,Hurricanes/cyclones/typhoons,No Data,No Data,No Data,No Data,267014,"-33.8675, 151.207 "
Sydney,Australia,Increased water demand,Increased water demand,No Data,No Data,No Data,No Data,267014,"-33.8675, 151.207 "
Sydney,Australia,Infectious disease,Infectious disease,No Data,No Data,No Data,No Data,267014,"-33.8675, 151.207 "
Sydney,Australia,Loss of green space/green cover,Loss of green space/green cover,No Data,No Data,No Data,No Data,267014,"-33.8675, 151.207 "
Sydney,Australia,Mass movement,Mass movement,No Data,No Data,No Data,No Data,267014,"-33.8675, 151.207 "
Sydney,Australia,Oceanic events,Oceanic events,No Expected Impact,No Expected Impact,Increasing,Increasing,267014,"-33.8675, 151.207 "
Sydney,Australia,Other coastal events,Other coastal events,No Data,No Data,No Data,No Data,267014,"-33.8675, 151.207 "
Sydney,Australia,River flooding,River flooding,No Data,No Data,No Data,No Data,267014,"-33.8675, 151.207 "
Sydney,Australia,Snow and ice,Snow and ice,No Data,No Data,No Data,No Data,267014,"-33.8675, 151.207 "
Sydney,Australia,Soil degradation/erosion,Soil degradation/erosion,No Data,No Data,No Data,No Data,267014,"-33.8675, 151.207 "
Sydney,Australia,Storm,Storm,Medium High,High,Increasing,Increasing,267014,"-33.8675, 151.207 "
Sydney,Australia,Urban flooding,Urban flooding,Medium High,High,Increasing,Increasing,267014,"-33.8675, 151.207 "
Sydney,Australia,Water stress,Water stress,No Data,No Data,No Data,No Data,267014,"-33.8675, 151.207 "
Sydney,Australia,Worst case hazard,Heat stress,High,,,,267014,"-33.8675, 151.207 "
Tel Aviv-Yafo,Israel,Air pollution,Air pollution,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Biodiversity loss,Biodiversity loss,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Coastal flooding,Coastal flooding,Medium,Medium,Increasing,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Drought,Drought,Medium,Medium,Increasing,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Extreme cold,Extreme cold,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Extreme heat,Extreme heat,High,High,Increasing,Increasing,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Extreme wind,Extreme wind,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Fire weather (risk of wildfires),Fire weather (risk of wildfires),No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Heat stress,Heat stress,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Heavy precipitation,Heavy precipitation,Medium High,Medium High,Increasing,Increasing,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Hurricanes/cyclones/typhoons,Hurricanes/cyclones/typhoons,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Increased water demand,Increased water demand,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Infectious disease,Infectious disease,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Loss of green space/green cover,Loss of green space/green cover,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Mass movement,Mass movement,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Oceanic events,Oceanic events,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Other coastal events,Other coastal events,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,River flooding,River flooding,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Snow and ice,Snow and ice,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Soil degradation/erosion,Soil degradation/erosion,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Storm,Storm,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Urban flooding,Urban flooding,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Water stress,Water stress,No Data,No Data,No Data,No Data,463810,"32.0816, 34.7823 "
Tel Aviv-Yafo,Israel,Worst case hazard,Extreme heat,High,,,,463810,"32.0816, 34.7823 "
Tokyo,Japan,Air pollution,Air pollution,No Data,No Data,No Data,No Data,14016946,"35.41, 139.41 "
Tokyo,Japan,Biodiversity loss,Biodiversity loss,No Data,No Data,No Data,No Data,14016946,"35.41, 139.41 "
Tokyo,Japan,Coastal flooding,Coastal flooding,No Data,No Data,No Data,No Data,14016946,"35.41, 139.41 "
Tokyo,Japan,Drought,Drought,No Data,No Data,No Data,No Data,14016946,"35.41, 139.41 "
Tokyo,Japan,Extreme cold,Extreme cold,No Data,No Data,No Data,No Data,14016946,"35.41, 139.41 "
